sentence id,sentence,PLL score,nr. of tokens
tensor(1343),The au pair was spanked by the girl.,-49.79231643676758,11
tensor(1344),The TV station head promoted the newsagent.,-65.02503967285156,10
tensor(1345),The newsagent promoted the TV station head.,-61.32075500488281,10
tensor(1346),The newsagent was promoted by the TV station head.,-61.35300827026367,12
tensor(1347),The TV station head was promoted by the newsagent.,-63.03069305419922,12
tensor(1348),The policewoman handcuffed the offender.,-44.5318489074707,9
tensor(1349),The offender handcuffed the policewoman.,-45.444007873535156,9
tensor(1350),The offender was handcuffed by the policewoman.,-45.41529083251953,11
tensor(1351),The policewoman was handcuffed by the offender.,-46.56964874267578,11
tensor(1352),The anthropologist studied the tribesman.,-50.75046157836914,9
tensor(1353),The tribesman studied the anthropologist.,-51.0937614440918,9
tensor(1354),The tribesman was studied by the anthropologist.,-50.36106872558594,11
tensor(1355),The anthropologist was studied by the tribesman.,-54.893516540527344,11
tensor(1356),The police chief rewarded the firefighter.,-45.77447509765625,8
tensor(1357),The firefighter rewarded the police chief.,-46.890724182128906,8
tensor(1358),The firefighter was rewarded by the police chief.,-46.650699615478516,10
tensor(1359),The police chief was rewarded by the firefighter.,-47.14964294433594,10
tensor(1360),The miscreant kidnapped the beneficiary.,-50.51226806640625,9
tensor(1361),The beneficiary kidnapped the miscreant.,-52.7237548828125,9
tensor(1362),The beneficiary was kidnapped by the miscreant.,-48.31294250488281,11
tensor(1363),The miscreant was kidnapped by the beneficiary.,-54.21866226196289,11
tensor(1364),The social worker comforted the abused woman.,-49.74931335449219,10
tensor(1365),The abused woman comforted the social worker.,-52.449188232421875,10
tensor(1366),The abused woman was comforted by the social worker.,-52.45820617675781,12
tensor(1367),The social worker was comforted by the abused woman.,-54.843589782714844,12
tensor(1368),The neuroscientist overwhelmed the lab assistant.,-54.506160736083984,10
tensor(1369),The lab assistant overwhelmed the neuroscientist.,-54.57500457763672,10
tensor(1370),The lab assistant was overwhelmed by the neuroscientist.,-56.178714752197266,12
tensor(1371),The neuroscientist was overwhelmed by the lab assistant.,-57.851051330566406,12
tensor(1372),The warmonger terrorized the gunsmith.,-55.090797424316406,11
tensor(1373),The gunsmith terrorized the warmonger.,-54.35857009887695,11
tensor(1374),The gunsmith was terrorized by the warmonger.,-53.725425720214844,13
tensor(1375),The warmonger was terrorized by the gunsmith.,-57.24578857421875,13
tensor(1376),The conductor tolerated the violinist.,-44.64366149902344,8
tensor(1377),The violinist tolerated the conductor.,-47.14278793334961,8
tensor(1378),The violinist was tolerated by the conductor.,-48.91563415527344,10
tensor(1379),The conductor was tolerated by the violinist.,-50.778289794921875,10
tensor(1380),The pitcher signaled the hitter.,-44.34136199951172,7
tensor(1381),The hitter signaled the pitcher.,-43.606510162353516,7
tensor(1382),The hitter was signaled by the pitcher.,-45.93593978881836,9
tensor(1383),The pitcher was signaled by the hitter.,-45.65903854370117,9
tensor(1384),The quarterback kissed the cheerleader.,-39.63963317871094,8
tensor(1385),The cheerleader kissed the quarterback.,-42.2960319519043,8
tensor(1386),The cheerleader was kissed by the quarterback.,-47.76795196533203,10
tensor(1387),The quarterback was kissed by the cheerleader.,-43.89655685424805,10
tensor(1388),The camper startled the bear.,-45.231788635253906,8
tensor(1389),The bear startled the camper.,-43.24693298339844,8
tensor(1390),The bear was startled by the camper.,-43.62969207763672,10
tensor(1391),The camper was startled by the bear.,-45.95100402832031,10
tensor(1392),The admiral accompanied the lieutenant.,-44.863887786865234,8
tensor(1393),The lieutenant accompanied the admiral.,-42.39963150024414,8
tensor(1394),The lieutenant was accompanied by the admiral.,-43.31232833862305,10
tensor(1395),The admiral was accompanied by the lieutenant.,-44.20258331298828,10
tensor(1396),The tenor loved the soprano.,-46.218379974365234,10
tensor(1397),The soprano loved the tenor.,-46.12030792236328,10
tensor(1398),The soprano was loved by the tenor.,-48.81559371948242,12
tensor(1399),The tenor was loved by the soprano.,-48.92749786376953,12
tensor(1400),The photographer paid the barrister.,-44.69788360595703,8
tensor(1401),The barrister paid the photographer.,-42.79182815551758,8
tensor(1402),The barrister was paid by the photographer.,-44.52730178833008,10
tensor(1403),The photographer was paid by the barrister.,-46.95536804199219,10
tensor(1404),The bachelor intrigued the blonde.,-46.36195755004883,7
tensor(1405),The blonde intrigued the bachelor.,-45.63884735107422,7
tensor(1406),The blonde was intrigued by the bachelor.,-47.717777252197266,9
tensor(1407),The bachelor was intrigued by the blonde.,-46.36601257324219,9
tensor(1408),The football player pursued the socialite.,-54.485511779785156,9
tensor(1409),The socialite pursued the football player.,-49.87913131713867,9
tensor(1410),The socialite was pursued by the football player.,-54.708953857421875,11
tensor(1411),The football player was pursued by the socialite.,-56.6614875793457,11
tensor(1412),The neurologist consulted the geneticist.,-43.66497039794922,9
tensor(1413),The geneticist consulted the neurologist.,-43.943634033203125,9
tensor(1414),The geneticist was consulted by the neurologist.,-47.901851654052734,11
tensor(1415),The neurologist was consulted by the geneticist.,-47.68315887451172,11
tensor(1416),The butcher accused the meatpacker.,-49.81486129760742,9
tensor(1417),The meatpacker accused the butcher.,-50.919158935546875,9
tensor(1418),The meatpacker was accused by the butcher.,-53.470191955566406,11
tensor(1419),The butcher was accused by the meatpacker.,-52.11146926879883,11
tensor(1420),The niece embarrassed the aunt.,-42.52681350708008,7
tensor(1421),The aunt embarrassed the niece.,-43.37445068359375,7
tensor(1422),The aunt was embarrassed by the niece.,-44.9935302734375,9
tensor(1423),The niece was embarrassed by the aunt.,-46.26301574707031,9
tensor(1424),The warlord hailed the mercenary.,-51.34690475463867,8
tensor(1425),The mercenary hailed the warlord.,-47.11763000488281,8
tensor(1426),The mercenary was hailed by the warlord.,-49.10822296142578,10
tensor(1427),The warlord was hailed by the mercenary.,-53.4456787109375,10
tensor(1428),The neighbor snubbed the newcomer.,-46.595603942871094,9
tensor(1429),The newcomer snubbed the neighbor.,-49.14865493774414,9
tensor(1430),The newcomer was snubbed by the neighbor.,-48.817108154296875,11
tensor(1431),The neighbor was snubbed by the newcomer.,-51.713016510009766,11
tensor(1432),The editor overheard the proofreader.,-50.556087493896484,8
tensor(1433),The proofreader overheard the editor.,-52.753482818603516,8
tensor(1434),The proofreader was overheard by the editor.,-50.8714485168457,10
tensor(1435),The editor was overheard by the proofreader.,-49.78626251220703,10
tensor(1436),The communist offended the capitalist.,-41.586891174316406,7
tensor(1437),The capitalist offended the communist.,-44.609214782714844,7
tensor(1438),The capitalist was offended by the communist.,-47.13119125366211,9
tensor(1439),The communist was offended by the capitalist.,-46.33992004394531,9
tensor(1440),The curator misinformed the sculptor.,-47.93217086791992,9
tensor(1441),The sculptor misinformed the curator.,-48.449302673339844,9
tensor(1442),The sculptor was misinformed by the curator.,-48.61278533935547,11
tensor(1443),The curator was misinformed by the sculptor.,-47.77897644042969,11
tensor(1444),The baker mentioned the miller.,-42.71396255493164,8
tensor(1445),The miller mentioned the baker.,-44.93492889404297,8
tensor(1446),The miller was mentioned by the baker.,-48.294437408447266,10
tensor(1447),The baker was mentioned by the miller.,-47.63180160522461,10
tensor(1448),The pollster shamed the statistician.,-47.90837097167969,10
tensor(1449),The statistician shamed the pollster.,-51.03331756591797,10
tensor(1450),The statistician was shamed by the pollster.,-53.20820617675781,12
tensor(1451),The pollster was shamed by the statistician.,-53.284690856933594,12
tensor(1452),The screenwriter emailed the actor.,-44.78773498535156,8
tensor(1453),The actor emailed the screenwriter.,-41.07115936279297,8
tensor(1454),The actor was emailed by the screenwriter.,-44.530818939208984,10
tensor(1455),The screenwriter was emailed by the actor.,-47.95357894897461,10
tensor(1456),The dermatologist contradicted the pathologist.,-44.2193717956543,9
tensor(1457),The pathologist contradicted the dermatologist.,-46.04328918457031,9
tensor(1458),The pathologist was contradicted by the dermatologist.,-47.2236213684082,11
tensor(1459),The dermatologist was contradicted by the pathologist.,-48.12358856201172,11
tensor(1460),The sharecropper misled the fieldworker.,-59.24037551879883,10
tensor(1461),The fieldworker misled the sharecropper.,-61.263240814208984,10
tensor(1462),The fieldworker was misled by the sharecropper.,-66.23063659667969,12
tensor(1463),The sharecropper was misled by the fieldworker.,-62.245849609375,12
tensor(1464),The patriot saluted the veteran.,-48.148258209228516,8
tensor(1465),The veteran saluted the patriot.,-49.710479736328125,8
tensor(1466),The veteran was saluted by the patriot.,-53.266136169433594,10
tensor(1467),The patriot was saluted by the veteran.,-50.09508514404297,10
tensor(1468),The welder visited the milkman.,-51.95505905151367,9
tensor(1469),The milkman visited the welder.,-48.351722717285156,9
tensor(1470),The milkman was visited by the welder.,-51.52066421508789,11
tensor(1471),The welder was visited by the milkman.,-52.80571746826172,11
tensor(1472),The teenager mortified the parent.,-44.30060577392578,8
tensor(1473),The parent mortified the teenager.,-44.64910125732422,8
tensor(1474),The parent was mortified by the teenager.,-45.5513916015625,10
tensor(1475),The teenager was mortified by the parent.,-50.262882232666016,10
tensor(1476),The surfer impressed the swimmer.,-46.433380126953125,9
tensor(1477),The swimmer impressed the surfer.,-48.18003463745117,9
tensor(1478),The swimmer was impressed by the surfer.,-46.95708465576172,11
tensor(1479),The surfer was impressed by the swimmer.,-45.67485809326172,11
tensor(1480),The miser antagonized the landlady.,-54.1568717956543,10
tensor(1481),The landlady antagonized the miser.,-53.09937286376953,10
tensor(1482),The landlady was antagonized by the miser.,-55.84321975708008,12
tensor(1483),The miser was antagonized by the landlady.,-57.21430587768555,12
tensor(1484),The infantryman upset the loyalist.,-51.780128479003906,9
tensor(1485),The loyalist upset the infantryman.,-52.47084426879883,9
tensor(1486),The loyalist was upset by the infantryman.,-56.033905029296875,11
tensor(1487),The infantryman was upset by the loyalist.,-54.7176513671875,11
tensor(1488),The florist invoiced the grocer.,-54.71604919433594,11
tensor(1489),The grocer invoiced the florist.,-53.629798889160156,11
tensor(1490),The grocer was invoiced by the florist.,-55.77685546875,13
tensor(1491),The florist was invoiced by the grocer.,-55.259796142578125,13
tensor(1492),The claims adjuster harassed the retailer.,-63.05904769897461,9
tensor(1493),The retailer harassed the claims adjuster.,-60.189178466796875,9
tensor(1494),The retailer was harassed by the claims adjuster.,-61.61223220825195,11
tensor(1495),The claims adjuster was harassed by the retailer.,-63.13310241699219,11
tensor(1496),The ex-wife punched the girlfriend.,-39.46957015991211,9
tensor(1497),The girlfriend punched the ex-wife.,-42.51744842529297,9
tensor(1498),The girlfriend was punched by the ex-wife.,-45.693267822265625,11
tensor(1499),The ex-wife was punched by the girlfriend.,-44.628379821777344,11
tensor(1500),The defender blamed the goalkeeper.,-40.41289520263672,7
tensor(1501),The goalkeeper blamed the defender.,-42.80427932739258,7
tensor(1502),The goalkeeper was blamed by the defender.,-44.89909744262695,9
tensor(1503),The defender was blamed by the goalkeeper.,-44.3931884765625,9
tensor(1504),The geologist reassured the excavator.,-53.74081802368164,9
tensor(1505),The excavator reassured the geologist.,-50.72493362426758,9
tensor(1506),The excavator was reassured by the geologist.,-53.59043884277344,11
tensor(1507),The geologist was reassured by the excavator.,-53.082069396972656,11
tensor(1508),The physicist nagged the mathematician.,-47.90561294555664,8
tensor(1509),The mathematician nagged the physicist.,-46.33333969116211,8
tensor(1510),The mathematician was nagged by the physicist.,-49.80322265625,10
tensor(1511),The physicist was nagged by the mathematician.,-51.01258850097656,10
tensor(1512),The employee watched the embezzler.,-48.077735900878906,10
tensor(1513),The embezzler watched the employee.,-49.59352111816406,10
tensor(1514),The embezzler was watched by the employee.,-52.82091522216797,12
tensor(1515),The employee was watched by the embezzler.,-49.6135139465332,12
tensor(1516),The programmer distrusted the volunteer.,-49.715736389160156,9
tensor(1517),The volunteer distrusted the programmer.,-51.419639587402344,9
tensor(1518),The volunteer was distrusted by the programmer.,-53.119850158691406,11
tensor(1519),The programmer was distrusted by the volunteer.,-51.41294860839844,11
tensor(1520),The interviewer befriended the chairman.,-45.73937225341797,8
tensor(1521),The chairman befriended the interviewer.,-46.010284423828125,8
tensor(1522),The chairman was befriended by the interviewer.,-48.35213851928711,10
tensor(1523),The interviewer was befriended by the chairman.,-48.926353454589844,10
tensor(1524),The cinematographer favored the movie star.,-50.3460578918457,10
tensor(1525),The movie star favored the cinematographer.,-49.55534744262695,10
tensor(1526),The movie star was favored by the cinematographer.,-50.84852600097656,12
tensor(1527),The cinematographer was favored by the movie star.,-52.92959213256836,12
tensor(1528),The hockey player aggravated the skater.,-50.70013427734375,9
tensor(1529),The skater aggravated the hockey player.,-51.106483459472656,9
tensor(1530),The skater was aggravated by the hockey player.,-49.929298400878906,11
tensor(1531),The hockey player was aggravated by the skater.,-50.88080596923828,11
tensor(1532),The bricklayer outraged the crane operator.,-56.23332214355469,9
tensor(1533),The crane operator outraged the bricklayer.,-58.230140686035156,9
tensor(1534),The crane operator was outraged by the bricklayer.,-57.97187805175781,11
tensor(1535),The bricklayer was outraged by the crane operator.,-58.211082458496094,11
tensor(1536),The candidate approved the nominee.,-40.218536376953125,7
tensor(1537),The nominee approved the candidate.,-44.04610061645508,7
tensor(1538),The nominee was approved by the candidate.,-43.463802337646484,9
tensor(1539),The candidate was approved by the nominee.,-41.25225830078125,9
tensor(1540),The entomologist disparaged the biologist.,-51.73905563354492,10
tensor(1541),The biologist disparaged the entomologist.,-50.40503692626953,10
tensor(1542),The biologist was disparaged by the entomologist.,-54.55796813964844,12
tensor(1543),The entomologist was disparaged by the biologist.,-55.37689208984375,12
tensor(1544),The hypochondriac hounded the medic.,-53.794952392578125,11
tensor(1545),The medic hounded the hypochondriac.,-52.159080505371094,11
tensor(1546),The medic was hounded by the hypochondriac.,-53.07704162597656,13
tensor(1547),The hypochondriac was hounded by the medic.,-55.32819366455078,13
tensor(1548),The chemist suspected the pharmacist.,-45.57765197753906,8
tensor(1549),The pharmacist suspected the chemist.,-44.517616271972656,8
tensor(1550),The pharmacist was suspected by the chemist.,-50.65864562988281,10
tensor(1551),The chemist was suspected by the pharmacist.,-49.870643615722656,10
tensor(1552),The litigator begged the citizen.,-54.147613525390625,8
tensor(1553),The citizen begged the litigator.,-51.325260162353516,8
tensor(1554),The citizen was begged by the litigator.,-56.137306213378906,10
tensor(1555),The litigator was begged by the citizen.,-57.018672943115234,10
tensor(1556),The plumber devastated the foreman.,-52.2470703125,9
tensor(1557),The foreman devastated the plumber.,-52.767234802246094,9
tensor(1558),The foreman was devastated by the plumber.,-52.00247573852539,11
tensor(1559),The plumber was devastated by the foreman.,-50.15376281738281,11
tensor(1560),The sergeant identified the sniper.,-42.52583694458008,7
tensor(1561),The sniper identified the sergeant.,-44.38380432128906,7
tensor(1562),The sniper was identified by the sergeant.,-43.65785217285156,9
tensor(1563),The sergeant was identified by the sniper.,-45.42973327636719,9
